        0e+00        0e+00        0e+00   9.9266e-01   1.3145e-01  -9.4581e-06   9.9253e-01   1.2894e-01   2.0617e-04
   2.1779e-10   2.8833e-11  -1.5031e-15   9.9081e-01   1.4333e-01  -9.9607e-06   9.9110e-01   1.4086e-01   2.1546e-04
   8.7057e-10   1.2058e-10  -6.1838e-15   9.8881e-01   1.5520e-01  -1.0387e-05   9.8952e-01   1.5282e-01   2.1856e-04
   1.9577e-09   2.8049e-10  -1.4214e-14   9.8667e-01   1.6704e-01  -1.0733e-05   9.8777e-01   1.6483e-01   2.1524e-04
   3.4786e-09   5.1382e-10  -2.5765e-14   9.8439e-01   1.7885e-01  -1.0999e-05   9.8585e-01   1.7688e-01   2.0550e-04
   5.4325e-09   8.2579e-10  -4.1008e-14   9.8197e-01   1.9064e-01  -1.1188e-05   9.8375e-01   1.8896e-01   1.8950e-04
   7.8185e-09   1.2217e-09  -6.0113e-14   9.7940e-01   2.0240e-01  -1.1305e-05   9.8145e-01   2.0106e-01   1.6768e-04
   1.0636e-08   1.7066e-09  -8.3249e-14   9.7670e-01   2.1413e-01  -1.1356e-05   9.7895e-01   2.1317e-01   1.4063e-04
   1.3883e-08   2.2860e-09  -1.1058e-13   9.7385e-01   2.2583e-01  -1.1352e-05   9.7625e-01   2.2528e-01   1.0917e-04
   1.7560e-08   2.9648e-09  -1.4229e-13   9.7086e-01   2.3749e-01  -1.1304e-05   9.7334e-01   2.3737e-01   7.4236e-05
   2.1666e-08   3.7485e-09  -1.7853e-13   9.6774e-01   2.4912e-01  -1.1225e-05   9.7022e-01   2.4943e-01   3.6883e-05
   2.6198e-08   4.6421e-09  -2.1946e-13   9.6447e-01   2.6072e-01  -1.1128e-05   9.6689e-01   2.6144e-01  -1.8045e-06
   3.1157e-08   5.6509e-09  -2.6527e-13   9.6106e-01   2.7227e-01  -1.1026e-05   9.6335e-01   2.7340e-01  -4.0748e-05
   3.6540e-08   6.7800e-09  -3.1610e-13   9.5752e-01   2.8379e-01  -1.0932e-05   9.5962e-01   2.8529e-01  -7.8924e-05
   4.2347e-08   8.0346e-09  -3.7213e-13   9.5383e-01   2.9527e-01  -1.0857e-05   9.5570e-01   2.9710e-01  -1.1540e-04
   4.8575e-08   9.4199e-09  -4.3352e-13   9.5001e-01   3.0670e-01  -1.0811e-05   9.5159e-01   3.0883e-01  -1.4935e-04
   5.5225e-08   1.0941e-08  -5.0043e-13   9.4605e-01   3.1810e-01  -1.0803e-05   9.4731e-01   3.2046e-01  -1.8008e-04
   6.2293e-08   1.2603e-08  -5.7302e-13   9.4195e-01   3.2944e-01  -1.0839e-05   9.4286e-01   3.3199e-01  -2.0702e-04
   6.9779e-08   1.4411e-08  -6.5147e-13   9.3772e-01   3.4074e-01  -1.0925e-05   9.3826e-01   3.4342e-01  -2.2971e-04
   7.7681e-08   1.6370e-08  -7.3593e-13   9.3335e-01   3.5199e-01  -1.1065e-05   9.3351e-01   3.5474e-01  -2.4783e-04
   8.5997e-08   1.8486e-08  -8.2656e-13   9.2884e-01   3.6318e-01  -1.1262e-05   9.2862e-01   3.6596e-01  -2.6113e-04
   9.4726e-08   2.0762e-08  -9.2353e-13   9.2420e-01   3.7433e-01  -1.1517e-05   9.2360e-01   3.7707e-01  -2.6946e-04
   1.0387e-07   2.3205e-08  -1.0270e-12   9.1942e-01   3.8542e-01  -1.1832e-05   9.1846e-01   3.8807e-01  -2.7278e-04
   1.1341e-07   2.5820e-08  -1.1371e-12   9.1450e-01   3.9646e-01  -1.2205e-05   9.1320e-01   3.9896e-01  -2.7109e-04
   1.2337e-07   2.8610e-08  -1.2541e-12   9.0945e-01   4.0743e-01  -1.2637e-05   9.0783e-01   4.0975e-01  -2.6447e-04
   1.3373e-07   3.1583e-08  -1.3780e-12   9.0427e-01   4.1835e-01  -1.3124e-05   9.0236e-01   4.2043e-01  -2.5308e-04
   1.4449e-07   3.4741e-08  -1.5091e-12   8.9896e-01   4.2921e-01  -1.3665e-05   8.9679e-01   4.3101e-01  -2.3713e-04
   1.5565e-07   3.8091e-08  -1.6475e-12   8.9351e-01   4.4001e-01  -1.4256e-05   8.9113e-01   4.4150e-01  -2.1690e-04
   1.6721e-07   4.1637e-08  -1.7933e-12   8.8793e-01   4.5074e-01  -1.4892e-05   8.8538e-01   4.5189e-01  -1.9274e-04
   1.7917e-07   4.5384e-08  -1.9467e-12   8.8222e-01   4.6140e-01  -1.5569e-05   8.7956e-01   4.6219e-01  -1.6507e-04
   1.9152e-07   4.9337e-08  -2.1079e-12   8.7639e-01   4.7200e-01  -1.6280e-05   8.7366e-01   4.7241e-01  -1.3439e-04
   2.0427e-07   5.3501e-08  -2.2770e-12   8.7042e-01   4.8253e-01  -1.7018e-05   8.6768e-01   4.8255e-01  -1.0126e-04
   2.1740e-07   5.7880e-08  -2.4542e-12   8.6432e-01   4.9299e-01  -1.7775e-05   8.6164e-01   4.9262e-01  -6.6351e-05
