        0e+00        0e+00        0e+00   2.8916e-01  -2.9730e-01  -5.0822e-02  -7.1203e-01   9.5350e-02   4.2398e-02   9.9266e-01   1.3145e-01  -9.4581e-06   5.0543e-01  -1.3231e+00  -4.0128e-02  -3.1959e+00   4.2155e+00   5.4007e-02
  -1.5637e-07   1.9699e-07   3.6180e-09   3.5653e-01  -1.2444e-01  -4.2879e-02  -7.1767e-01  -4.6534e-02   4.0779e-02   9.6772e-01   2.4915e-01  -1.4764e-05   5.9928e-01  -1.2764e+00  -4.1452e-02  -3.2385e+00   4.1859e+00   5.5084e-02
  -6.2418e-07   7.8401e-07   1.4336e-08   3.3034e-01   7.8186e-02  -2.3921e-02  -6.9558e-01  -1.8662e-01   3.7584e-02   9.2873e-01   3.6324e-01  -1.9852e-05   6.9003e-01  -1.2231e+00  -4.2563e-02  -3.2808e+00   4.1558e+00   5.6155e-02
  -1.4021e-06   1.7599e-06   3.2420e-08   1.8777e-01   2.4890e-01   3.1088e-03  -6.4669e-01  -3.1952e-01   3.2941e-02   8.7619e-01   4.7202e-01  -2.4645e-05   7.7717e-01  -1.1634e+00  -4.3451e-02  -3.3228e+00   4.1253e+00   5.7221e-02
  -2.4966e-06   3.1275e-06   5.9145e-08  -3.6714e-02   3.0573e-01   2.8348e-02  -5.7297e-01  -4.4016e-01   2.7033e-02   8.1079e-01   5.7387e-01  -2.9071e-05   8.6021e-01  -1.0975e+00  -4.4110e-02  -3.3644e+00   4.0945e+00   5.8281e-02
  -3.9224e-06   4.8814e-06   9.5884e-08  -2.4594e-01   2.2162e-01   4.0672e-02  -4.7736e-01  -5.4398e-01   2.0092e-02   7.3340e-01   6.6725e-01  -3.3061e-05   9.3866e-01  -1.0258e+00  -4.4533e-02  -3.4058e+00   4.0632e+00   5.9335e-02
  -5.6895e-06   7.0041e-06   1.4246e-07  -3.6527e-01   5.1314e-02   3.7706e-02  -3.6356e-01  -6.2709e-01   1.2386e-02   6.4513e-01   7.5071e-01  -3.6554e-05   1.0121e+00  -9.4861e-01  -4.4716e-02  -3.4467e+00   4.0315e+00   6.0384e-02
  -7.7960e-06   9.4772e-06   1.9749e-07  -3.8304e-01  -1.3610e-01   2.4022e-02  -2.3598e-01  -6.8642e-01   4.2098e-03   5.4723e-01   8.2296e-01  -3.9493e-05   1.0800e+00  -8.6625e-01  -4.4658e-02  -3.4874e+00   3.9995e+00   6.1427e-02
  -1.0234e-05   1.2288e-05   2.5939e-07  -3.1889e-01  -2.9604e-01   5.0675e-03  -9.9481e-02  -7.1981e-01  -4.1255e-03   4.4112e-01   8.8288e-01  -4.1830e-05   1.1420e+00  -7.7917e-01  -4.4356e-02  -3.5277e+00   3.9670e+00   6.2464e-02
  -1.2995e-05   1.5429e-05   3.2676e-07  -1.9850e-01  -4.0480e-01  -1.4864e-02   4.0768e-02  -7.2610e-01  -1.2306e-02   3.2837e-01   9.2950e-01  -4.3526e-05   1.1978e+00  -6.8783e-01  -4.3811e-02  -3.5677e+00   3.9342e+00   6.3495e-02
  -1.6070e-05   1.8898e-05   3.9841e-07  -4.6722e-02  -4.5012e-01  -3.2494e-02   1.7949e-01  -7.0512e-01  -2.0024e-02   2.1065e-01   9.6207e-01  -4.4553e-05   1.2470e+00  -5.9270e-01  -4.3025e-02  -3.6073e+00   3.9010e+00   6.4520e-02
  -1.9451e-05   2.2692e-05   4.7326e-07   1.1214e-01  -4.2596e-01  -4.5097e-02   3.1148e-01  -6.5773e-01  -2.6991e-02   8.9748e-02   9.8006e-01  -4.4891e-05   1.2893e+00  -4.9433e-01  -4.2003e-02  -3.6466e+00   3.8674e+00   6.5538e-02
  -2.3129e-05   2.6815e-05   5.5034e-07   2.5187e-01  -3.3128e-01  -5.0180e-02   4.3182e-01  -5.8572e-01  -3.2950e-02  -3.2521e-02   9.8317e-01  -4.4531e-05   1.3246e+00  -3.9323e-01  -4.0751e-02  -3.6855e+00   3.8335e+00   6.6550e-02
  -2.7098e-05   3.1270e-05   6.2883e-07   3.4147e-01  -1.7269e-01  -4.5444e-02   5.3602e-01  -4.9182e-01  -3.7676e-02  -1.5430e-01   9.7133e-01  -4.3477e-05   1.3526e+00  -2.8998e-01  -3.9274e-02  -3.7241e+00   3.7992e+00   6.7556e-02
  -3.1350e-05   3.6067e-05   7.0814e-07   3.4474e-01   2.6917e-02  -2.9435e-02   6.2019e-01  -3.7953e-01  -4.0994e-02  -2.7372e-01   9.4471e-01  -4.1742e-05   1.3732e+00  -1.8514e-01  -3.7584e-02  -3.7623e+00   3.7645e+00   6.8555e-02
  -3.5881e-05   4.1219e-05   7.8833e-07   2.3225e-01   2.1359e-01  -3.8626e-03   6.8115e-01  -2.5305e-01  -4.2779e-02  -3.8899e-01   9.0371e-01  -3.9352e-05   1.3863e+00  -7.9296e-02  -3.5688e-02  -3.8002e+00   3.7294e+00   6.9548e-02
  -4.0697e-05   4.6746e-05   8.7070e-07   2.0958e-02   3.0418e-01   2.2924e-02   7.1659e-01  -1.1708e-01  -4.2961e-02  -4.9834e-01   8.4898e-01  -3.6340e-05   1.3920e+00   2.6979e-02  -3.3600e-02  -3.8377e+00   3.6940e+00   7.0534e-02
  -4.5817e-05   5.2664e-05   9.5732e-07  -2.0061e-01   2.5034e-01   3.8853e-02   7.2512e-01   2.3275e-02  -4.1530e-02  -6.0013e-01   7.8137e-01  -3.2752e-05   1.3901e+00   1.3311e-01  -3.1332e-02  -3.8748e+00   3.6582e+00   7.1513e-02
  -5.1262e-05   5.8971e-05   1.0492e-06  -3.4265e-01   9.1455e-02   3.8902e-02   7.0636e-01   1.6276e-01  -3.8535e-02  -6.9284e-01   7.0192e-01  -2.8643e-05   1.3809e+00   2.3854e-01  -2.8897e-02  -3.9116e+00   3.6221e+00   7.2486e-02
  -5.7046e-05   6.5662e-05   1.1462e-06  -3.7866e-01  -9.8995e-02   2.6643e-02   6.6091e-01   2.9609e-01  -3.4085e-02  -7.7509e-01   6.1189e-01  -2.4073e-05   1.3644e+00   3.4271e-01  -2.6310e-02  -3.9479e+00   3.5857e+00   7.3451e-02
