        0e+00        0e+00        0e+00   9.9266e-01   1.3145e-01  -9.4581e-06   9.9253e-01   1.2894e-01   2.0617e-04
        0e+00        0e+00        0e+00   9.9252e-01   1.3238e-01  -9.5002e-06   9.9242e-01   1.2987e-01   2.0712e-04
        0e+00        0e+00        0e+00   9.9238e-01   1.3331e-01  -9.5423e-06   9.9232e-01   1.3080e-01   2.0808e-04
        0e+00        0e+00        0e+00   9.9224e-01   1.3424e-01  -9.5844e-06   9.9221e-01   1.3173e-01   2.0903e-04
        0e+00        0e+00        0e+00   9.9210e-01   1.3517e-01  -9.6265e-06   9.9210e-01   1.3266e-01   2.0999e-04
        0e+00        0e+00        0e+00   9.9196e-01   1.3610e-01  -9.6686e-06   9.9200e-01   1.3359e-01   2.1094e-04
        0e+00        0e+00        0e+00   9.9182e-01   1.3703e-01  -9.7107e-06   9.9189e-01   1.3451e-01   2.1190e-04
        0e+00        0e+00        0e+00   9.9169e-01   1.3795e-01  -9.7528e-06   9.9179e-01   1.3544e-01   2.1285e-04
        0e+00        0e+00        0e+00   9.9155e-01   1.3888e-01  -9.7949e-06   9.9168e-01   1.3637e-01   2.1381e-04
        0e+00        0e+00        0e+00   9.9027e-01   1.4629e-01  -1.0047e-05   9.9066e-01   1.4386e-01   2.1458e-04
        0e+00        0e+00        0e+00   9.8898e-01   1.5370e-01  -1.0298e-05   9.8965e-01   1.5135e-01   2.1535e-04
        0e+00        0e+00        0e+00   9.8770e-01   1.6112e-01  -1.0550e-05   9.8863e-01   1.5885e-01   2.1612e-04
        0e+00        0e+00        0e+00   9.8642e-01   1.6853e-01  -1.0802e-05   9.8762e-01   1.6634e-01   2.1689e-04
        0e+00        0e+00        0e+00   9.8514e-01   1.7594e-01  -1.1053e-05   9.8660e-01   1.7383e-01   2.1766e-04
        0e+00        0e+00        0e+00   9.8386e-01   1.8335e-01  -1.1305e-05   9.8559e-01   1.8132e-01   2.1842e-04
        0e+00        0e+00        0e+00   9.8258e-01   1.9076e-01  -1.1557e-05   9.8458e-01   1.8881e-01   2.1919e-04
        0e+00        0e+00        0e+00   9.8130e-01   1.9817e-01  -1.1809e-05   9.8356e-01   1.9630e-01   2.1996e-04
        0e+00        0e+00        0e+00   9.7938e-01   2.0549e-01  -1.1731e-05   9.8191e-01   2.0401e-01   1.9416e-04
        0e+00        0e+00        0e+00   9.7745e-01   2.1281e-01  -1.1653e-05   9.8026e-01   2.1172e-01   1.6835e-04
        0e+00        0e+00        0e+00   9.7553e-01   2.2013e-01  -1.1576e-05   9.7861e-01   2.1943e-01   1.4255e-04
        0e+00        0e+00        0e+00   9.7361e-01   2.2745e-01  -1.1498e-05   9.7696e-01   2.2714e-01   1.1674e-04
        0e+00        0e+00        0e+00   9.7168e-01   2.3477e-01  -1.1420e-05   9.7531e-01   2.3485e-01   9.0938e-05
        0e+00        0e+00        0e+00   9.6976e-01   2.4209e-01  -1.1343e-05   9.7366e-01   2.4257e-01   6.5133e-05
        0e+00        0e+00        0e+00   9.6784e-01   2.4941e-01  -1.1265e-05   9.7201e-01   2.5028e-01   3.9328e-05
        0e+00        0e+00        0e+00   9.6591e-01   2.5673e-01  -1.1187e-05   9.7036e-01   2.5799e-01   1.3523e-05
        0e+00        0e+00        0e+00   9.6140e-01   2.6368e-01  -9.7969e-06   9.6612e-01   2.6656e-01  -1.1817e-04
        0e+00        0e+00        0e+00   9.5688e-01   2.7064e-01  -8.4065e-06   9.6188e-01   2.7513e-01  -2.4986e-04
        0e+00        0e+00        0e+00   9.5236e-01   2.7759e-01  -7.0160e-06   9.5765e-01   2.8370e-01  -3.8156e-04
        0e+00        0e+00        0e+00   9.4784e-01   2.8454e-01  -5.6256e-06   9.5341e-01   2.9227e-01  -5.1325e-04
        0e+00        0e+00        0e+00   9.4332e-01   2.9149e-01  -4.2352e-06   9.4917e-01   3.0084e-01  -6.4495e-04
        0e+00        0e+00        0e+00   9.3880e-01   2.9844e-01  -2.8447e-06   9.4493e-01   3.0941e-01  -7.7664e-04
        0e+00        0e+00        0e+00   9.3428e-01   3.0539e-01  -1.4543e-06   9.4070e-01   3.1798e-01  -9.0833e-04
        0e+00        0e+00        0e+00   9.2976e-01   3.1234e-01  -6.3828e-08   9.3646e-01   3.2655e-01  -1.0400e-03
        0e+00        0e+00        0e+00   9.1483e-01   3.1781e-01   6.5606e-06   9.2185e-01   3.3854e-01  -1.5938e-03
        0e+00        0e+00        0e+00   8.9991e-01   3.2327e-01   1.3185e-05   9.0724e-01   3.5052e-01  -2.1476e-03
        0e+00        0e+00        0e+00   8.8498e-01   3.2874e-01   1.9809e-05   8.9264e-01   3.6251e-01  -2.7014e-03
        0e+00        0e+00        0e+00   8.7005e-01   3.3420e-01   2.6434e-05   8.7803e-01   3.7449e-01  -3.2553e-03
        0e+00        0e+00        0e+00   8.5512e-01   3.3966e-01   3.3058e-05   8.6342e-01   3.8648e-01  -3.8091e-03
        0e+00        0e+00        0e+00   8.4019e-01   3.4513e-01   3.9683e-05   8.4882e-01   3.9846e-01  -4.3629e-03
