        0e+00        0e+00        0e+00   9.9266e-01   1.3145e-01  -9.4581e-06   9.9253e-01   1.2894e-01   2.0617e-04
   5.4447e-09   7.2084e-10  -3.7576e-14   9.8196e-01   1.9067e-01  -1.1244e-05   9.8397e-01   1.8902e-01   1.9394e-04
   2.1737e-08   3.2114e-09  -1.6102e-13   9.6770e-01   2.4930e-01  -1.1333e-05   9.7127e-01   2.4988e-01   4.5264e-05
   4.8770e-08   8.1263e-09  -3.9156e-13   9.4992e-01   3.0712e-01  -1.0536e-05   9.5404e-01   3.1039e-01  -1.7306e-04
   8.6400e-08   1.6117e-08  -7.4991e-13   9.2865e-01   3.6393e-01  -9.6930e-06   9.3278e-01   3.6971e-01  -3.9157e-04
   1.3444e-07   2.7826e-08  -1.2562e-12   9.0397e-01   4.1952e-01  -8.9578e-06   9.0793e-01   4.2760e-01  -5.9727e-04
   1.9266e-07   4.3889e-08  -1.9299e-12   8.7593e-01   4.7368e-01  -8.3123e-06   8.7968e-01   4.8391e-01  -7.9108e-04
   2.6079e-07   6.4928e-08  -2.7899e-12   8.4464e-01   5.2620e-01  -7.7284e-06   8.4819e-01   5.3848e-01  -9.7477e-04
   3.3853e-07   9.1548e-08  -3.8543e-12   8.1018e-01   5.7689e-01  -7.1854e-06   8.1358e-01   5.9115e-01  -1.1495e-03
   4.2552e-07   1.2434e-07  -5.1401e-12   7.7268e-01   6.2554e-01  -6.6693e-06   7.7599e-01   6.4175e-01  -1.3161e-03
   5.2136e-07   1.6386e-07  -6.6635e-12   7.3226e-01   6.7199e-01  -6.1706e-06   7.3556e-01   6.9012e-01  -1.4747e-03
   6.2565e-07   2.1066e-07  -8.4393e-12   6.8906e-01   7.1603e-01  -5.6827e-06   6.9246e-01   7.3609e-01  -1.6256e-03
   7.3790e-07   2.6524e-07  -1.0481e-11   6.4325e-01   7.5752e-01  -5.2010e-06   6.4683e-01   7.7952e-01  -1.7687e-03
   8.5762e-07   3.2809e-07  -1.2801e-11   5.9497e-01   7.9629e-01  -4.7224e-06   5.9885e-01   8.2028e-01  -1.9040e-03
   9.8429e-07   3.9965e-07  -1.5410e-11   5.4440e-01   8.3219e-01  -4.2447e-06   5.4871e-01   8.5824e-01  -2.0313e-03
   1.1173e-06   4.8033e-07  -1.8317e-11   4.9174e-01   8.6509e-01  -3.7665e-06   4.9659e-01   8.9330e-01  -2.1506e-03
   1.2562e-06   5.7050e-07  -2.1531e-11   4.3717e-01   8.9486e-01  -3.2868e-06   4.4269e-01   9.2535e-01  -2.2616e-03
   1.4002e-06   6.7048e-07  -2.5056e-11   3.8089e-01   9.2140e-01  -2.8051e-06   3.8719e-01   9.5433e-01  -2.3643e-03
   1.5488e-06   7.8057e-07  -2.8898e-11   3.2312e-01   9.4462e-01  -2.3215e-06   3.3031e-01   9.8015e-01  -2.4586e-03
   1.7012e-06   9.0100e-07  -3.3060e-11   2.6406e-01   9.6443e-01  -1.8360e-06   2.7225e-01   1.0028e+00  -2.5442e-03
