        0e+00        0e+00        0e+00   9.9266e-01   1.3145e-01  -9.4581e-06   9.9253e-01   1.2894e-01   2.0617e-04
   2.1770e-10   2.9709e-11  -1.5317e-15   9.9081e-01   1.4333e-01  -9.9597e-06   9.9110e-01   1.4086e-01   2.1538e-04
   8.7042e-10   1.2234e-10  -6.2414e-15   9.8881e-01   1.5520e-01  -1.0384e-05   9.8951e-01   1.5282e-01   2.1832e-04
   1.9576e-09   2.8313e-10  -1.4301e-14   9.8667e-01   1.6704e-01  -1.0727e-05   9.8776e-01   1.6483e-01   2.1475e-04
   3.4784e-09   5.1735e-10  -2.5881e-14   9.8439e-01   1.7885e-01  -1.0989e-05   9.8584e-01   1.7689e-01   2.0463e-04
   5.4323e-09   8.3021e-10  -4.1153e-14   9.8197e-01   1.9064e-01  -1.1172e-05   9.8373e-01   1.8897e-01   1.8813e-04
   7.8183e-09   1.2270e-09  -6.0287e-14   9.7940e-01   2.0240e-01  -1.1280e-05   9.8143e-01   2.0107e-01   1.6563e-04
   1.0636e-08   1.7129e-09  -8.3453e-14   9.7670e-01   2.1413e-01  -1.1321e-05   9.7893e-01   2.1319e-01   1.3776e-04
   1.3883e-08   2.2931e-09  -1.1082e-13   9.7385e-01   2.2582e-01  -1.1305e-05   9.7621e-01   2.2531e-01   1.0531e-04
   1.7561e-08   2.9729e-09  -1.4255e-13   9.7086e-01   2.3749e-01  -1.1244e-05   9.7329e-01   2.3740e-01   6.9295e-05
   2.1666e-08   3.7575e-09  -1.7882e-13   9.6774e-01   2.4912e-01  -1.1151e-05   9.7015e-01   2.4947e-01   3.0818e-05
   2.6199e-08   4.6520e-09  -2.1979e-13   9.6447e-01   2.6071e-01  -1.1041e-05   9.6679e-01   2.6149e-01  -8.9252e-06
   3.1157e-08   5.6617e-09  -2.6562e-13   9.6106e-01   2.7227e-01  -1.0929e-05   9.6323e-01   2.7345e-01  -4.8734e-05
   3.6541e-08   6.7918e-09  -3.1648e-13   9.5752e-01   2.8379e-01  -1.0828e-05   9.5947e-01   2.8533e-01  -8.7449e-05
   4.2348e-08   8.0473e-09  -3.7254e-13   9.5384e-01   2.9527e-01  -1.0752e-05   9.5551e-01   2.9714e-01  -1.2400e-04
   4.8577e-08   9.4336e-09  -4.3396e-13   9.5001e-01   3.0670e-01  -1.0712e-05   9.5137e-01   3.0884e-01  -1.5746e-04
   5.5226e-08   1.0956e-08  -5.0090e-13   9.4605e-01   3.1809e-01  -1.0718e-05   9.4706e-01   3.2045e-01  -1.8702e-04
   6.2295e-08   1.2619e-08  -5.7352e-13   9.4196e-01   3.2944e-01  -1.0778e-05   9.4258e-01   3.3195e-01  -2.1204e-04
   6.9782e-08   1.4428e-08  -6.5200e-13   9.3772e-01   3.4073e-01  -1.0896e-05   9.3795e-01   3.4334e-01  -2.3204e-04
   7.7684e-08   1.6388e-08  -7.3649e-13   9.3335e-01   3.5198e-01  -1.1079e-05   9.3318e-01   3.5461e-01  -2.4669e-04
   8.6000e-08   1.8504e-08  -8.2716e-13   9.2884e-01   3.6318e-01  -1.1327e-05   9.2828e-01   3.6578e-01  -2.5579e-04
   9.4729e-08   2.0782e-08  -9.2417e-13   9.2420e-01   3.7433e-01  -1.1642e-05   9.2325e-01   3.7682e-01  -2.5924e-04
   1.0387e-07   2.3226e-08  -1.0277e-12   9.1942e-01   3.8542e-01  -1.2023e-05   9.1811e-01   3.8776e-01  -2.5710e-04
   1.1342e-07   2.5841e-08  -1.1379e-12   9.1450e-01   3.9645e-01  -1.2469e-05   9.1287e-01   3.9859e-01  -2.4949e-04
   1.2337e-07   2.8633e-08  -1.2548e-12   9.0946e-01   4.0743e-01  -1.2977e-05   9.0752e-01   4.0932e-01  -2.3665e-04
   1.3373e-07   3.1606e-08  -1.3788e-12   9.0427e-01   4.1835e-01  -1.3542e-05   9.0209e-01   4.1994e-01  -2.1889e-04
   1.4450e-07   3.4766e-08  -1.5099e-12   8.9896e-01   4.2921e-01  -1.4160e-05   8.9657e-01   4.3047e-01  -1.9663e-04
   1.5566e-07   3.8117e-08  -1.6484e-12   8.9351e-01   4.4001e-01  -1.4825e-05   8.9097e-01   4.4090e-01  -1.7035e-04
   1.6722e-07   4.1664e-08  -1.7942e-12   8.8793e-01   4.5074e-01  -1.5529e-05   8.8529e-01   4.5125e-01  -1.4062e-04
   1.7918e-07   4.5412e-08  -1.9477e-12   8.8222e-01   4.6140e-01  -1.6265e-05   8.7955e-01   4.6153e-01  -1.0808e-04
   1.9153e-07   4.9366e-08  -2.1089e-12   8.7638e-01   4.7200e-01  -1.7024e-05   8.7373e-01   4.7173e-01  -7.3460e-05
   2.0427e-07   5.3531e-08  -2.2781e-12   8.7041e-01   4.8253e-01  -1.7797e-05   8.6784e-01   4.8187e-01  -3.7536e-05
   2.1741e-07   5.7912e-08  -2.4553e-12   8.6431e-01   4.9299e-01  -1.8572e-05   8.6189e-01   4.9195e-01  -1.1485e-06
   2.3093e-07   6.2513e-08  -2.6407e-12   8.5808e-01   5.0337e-01  -1.9339e-05   8.5587e-01   5.0198e-01   3.4822e-05
   2.4483e-07   6.7339e-08  -2.8345e-12   8.5173e-01   5.1368e-01  -2.0088e-05   8.4977e-01   5.1198e-01   6.9471e-05
   2.5911e-07   7.2396e-08  -3.0368e-12   8.4525e-01   5.2391e-01  -2.0806e-05   8.4359e-01   5.2194e-01   1.0189e-04
   2.7378e-07   7.7687e-08  -3.2477e-12   8.3865e-01   5.3407e-01  -2.1484e-05   8.3734e-01   5.3187e-01   1.3121e-04
   2.8882e-07   8.3217e-08  -3.4675e-12   8.3192e-01   5.4415e-01  -2.2111e-05   8.3099e-01   5.4178e-01   1.5658e-04
   3.0423e-07   8.8991e-08  -3.6961e-12   8.2506e-01   5.5414e-01  -2.2677e-05   8.2454e-01   5.5167e-01   1.7725e-04
   3.2001e-07   9.5015e-08  -3.9339e-12   8.1809e-01   5.6405e-01  -2.3174e-05   8.1798e-01   5.6154e-01   1.9259e-04
   3.3616e-07   1.0129e-07  -4.1809e-12   8.1100e-01   5.7388e-01  -2.3597e-05   8.1131e-01   5.7140e-01   2.0206e-04
   3.5267e-07   1.0783e-07  -4.4373e-12   8.0378e-01   5.8362e-01  -2.3941e-05   8.0450e-01   5.8124e-01   2.0531e-04
   3.6955e-07   1.1462e-07  -4.7031e-12   7.9645e-01   5.9328e-01  -2.4204e-05   7.9756e-01   5.9106e-01   2.0216e-04
   3.8678e-07   1.2168e-07  -4.9787e-12   7.8900e-01   6.0285e-01  -2.4385e-05   7.9046e-01   6.0086e-01   1.9261e-04
   4.0437e-07   1.2902e-07  -5.2640e-12   7.8143e-01   6.1232e-01  -2.4487e-05   7.8321e-01   6.1063e-01   1.7684e-04
   4.2231e-07   1.3663e-07  -5.5593e-12   7.7375e-01   6.2171e-01  -2.4514e-05   7.7579e-01   6.2035e-01   1.5526e-04
   4.4060e-07   1.4452e-07  -5.8646e-12   7.6595e-01   6.3100e-01  -2.4474e-05   7.6820e-01   6.3002e-01   1.2844e-04
   4.5923e-07   1.5269e-07  -6.1801e-12   7.5804e-01   6.4020e-01  -2.4376e-05   7.6043e-01   6.3963e-01   9.7151e-05
   4.7821e-07   1.6116e-07  -6.5060e-12   7.5002e-01   6.4931e-01  -2.4231e-05   7.5247e-01   6.4916e-01   6.2298e-05
   4.9752e-07   1.6991e-07  -6.8423e-12   7.4189e-01   6.5832e-01  -2.4052e-05   7.4434e-01   6.5859e-01   2.4912e-05
   5.1717e-07   1.7897e-07  -7.1893e-12   7.3365e-01   6.6723e-01  -2.3851e-05   7.3602e-01   6.6792e-01  -1.3900e-05
   5.3715e-07   1.8832e-07  -7.5469e-12   7.2530e-01   6.7604e-01  -2.3644e-05   7.2752e-01   6.7714e-01  -5.2997e-05
   5.5746e-07   1.9798e-07  -7.9154e-12   7.1684e-01   6.8475e-01  -2.3443e-05   7.1886e-01   6.8622e-01  -9.1257e-05
   5.7809e-07   2.0795e-07  -8.2948e-12   7.0828e-01   6.9336e-01  -2.3262e-05   7.1003e-01   6.9516e-01  -1.2762e-04
   5.9905e-07   2.1824e-07  -8.6854e-12   6.9962e-01   7.0186e-01  -2.3112e-05   7.0105e-01   7.0395e-01  -1.6111e-04
   6.2032e-07   2.2884e-07  -9.0871e-12   6.9085e-01   7.1027e-01  -2.3003e-05   6.9193e-01   7.1258e-01  -1.9091e-04
   6.4190e-07   2.3976e-07  -9.5002e-12   6.8197e-01   7.1856e-01  -2.2945e-05   6.8268e-01   7.2104e-01  -2.1632e-04
   6.6379e-07   2.5101e-07  -9.9247e-12   6.7300e-01   7.2676e-01  -2.2943e-05   6.7330e-01   7.2933e-01  -2.3681e-04
   6.8599e-07   2.6259e-07  -1.0361e-11   6.6392e-01   7.3484e-01  -2.3001e-05   6.6383e-01   7.3745e-01  -2.5199e-04
   7.0849e-07   2.7450e-07  -1.0809e-11   6.5475e-01   7.4282e-01  -2.3124e-05   6.5425e-01   7.4540e-01  -2.6165e-04
   7.3128e-07   2.8675e-07  -1.1268e-11   6.4548e-01   7.5068e-01  -2.3311e-05   6.4459e-01   7.5318e-01  -2.6568e-04
   7.5437e-07   2.9934e-07  -1.1740e-11   6.3611e-01   7.5843e-01  -2.3562e-05   6.3485e-01   7.6079e-01  -2.6412e-04
   7.7774e-07   3.1227e-07  -1.2223e-11   6.2665e-01   7.6607e-01  -2.3877e-05   6.2505e-01   7.6823e-01  -2.5710e-04
   8.0141e-07   3.2555e-07  -1.2719e-11   6.1709e-01   7.7360e-01  -2.4251e-05   6.1519e-01   7.7551e-01  -2.4486e-04
   8.2535e-07   3.3919e-07  -1.3227e-11   6.0744e-01   7.8101e-01  -2.4681e-05   6.0528e-01   7.8264e-01  -2.2773e-04
   8.4957e-07   3.5318e-07  -1.3747e-11   5.9769e-01   7.8831e-01  -2.5161e-05   5.9532e-01   7.8961e-01  -2.0612e-04
   8.7406e-07   3.6752e-07  -1.4279e-11   5.8786e-01   7.9549e-01  -2.5686e-05   5.8533e-01   7.9643e-01  -1.8052e-04
   8.9881e-07   3.8223e-07  -1.4825e-11   5.7794e-01   8.0254e-01  -2.6249e-05   5.7531e-01   8.0311e-01  -1.5148e-04
