        0e+00        0e+00        0e+00   2.8916e-01  -2.9730e-01  -5.0822e-02  -7.1203e-01   9.5350e-02   4.2398e-02   9.9266e-01   1.3145e-01  -9.4581e-06   5.0543e-01  -1.3231e+00  -4.0128e-02  -3.1959e+00   4.2155e+00   5.4007e-02   9.9253e-01   1.2894e-01   2.0617e-04   5.0549e-01  -1.3231e+00  -4.0153e-02   5.0530e-01  -1.3232e+00  -4.0073e-02  -3.1959e+00   4.2126e+00   5.3907e-02  -3.1997e+00   4.2179e+00   5.4065e-02  -3.2031e+00   4.2160e+00   5.3934e-02  -3.1836e+00   4.2136e+00   5.4116e-02
  -1.5607e-11   1.9851e-11   3.6767e-13   2.9018e-01  -2.9583e-01  -5.0795e-02  -7.1222e-01   9.3940e-02   4.2390e-02   9.9248e-01   1.3264e-01  -9.5120e-06   5.0638e-01  -1.3227e+00  -4.0142e-02  -3.1963e+00   4.2152e+00   5.4018e-02   9.9239e-01   1.3013e-01   2.0739e-04   5.0642e-01  -1.3226e+00  -4.0148e-02   5.0627e-01  -1.3228e+00  -4.0101e-02  -3.1956e+00   4.2123e+00   5.3929e-02  -3.2004e+00   4.2171e+00   5.4051e-02  -3.2036e+00   4.2153e+00   5.3928e-02  -3.1840e+00   4.2136e+00   5.4138e-02
  -6.2427e-11   7.9398e-11   1.4705e-12   2.9119e-01  -2.9436e-01  -5.0768e-02  -7.1242e-01   9.2530e-02   4.2382e-02   9.9230e-01   1.3383e-01  -9.5659e-06   5.0733e-01  -1.3222e+00  -4.0157e-02  -3.1968e+00   4.2149e+00   5.4029e-02   9.9225e-01   1.3132e-01   2.0861e-04   5.0734e-01  -1.3221e+00  -4.0143e-02   5.0724e-01  -1.3224e+00  -4.0130e-02  -3.1954e+00   4.2120e+00   5.3951e-02  -3.2012e+00   4.2164e+00   5.4037e-02  -3.2040e+00   4.2145e+00   5.3922e-02  -3.1844e+00   4.2137e+00   5.4160e-02
  -1.4046e-10   1.7863e-10   3.3081e-12   2.9220e-01  -2.9287e-01  -5.0739e-02  -7.1260e-01   9.1120e-02   4.2373e-02   9.9212e-01   1.3502e-01  -9.6197e-06   5.0829e-01  -1.3218e+00  -4.0171e-02  -3.1972e+00   4.2146e+00   5.4039e-02   9.9212e-01   1.3251e-01   2.0983e-04   5.0827e-01  -1.3216e+00  -4.0138e-02   5.0821e-01  -1.3220e+00  -4.0158e-02  -3.1951e+00   4.2118e+00   5.3973e-02  -3.2019e+00   4.2156e+00   5.4023e-02  -3.2045e+00   4.2138e+00   5.3916e-02  -3.1847e+00   4.2137e+00   5.4182e-02
  -2.4971e-10   3.1754e-10   5.8804e-12   2.9320e-01  -2.9139e-01  -5.0710e-02  -7.1279e-01   8.9709e-02   4.2365e-02   9.9194e-01   1.3621e-01  -9.6736e-06   5.0924e-01  -1.3214e+00  -4.0185e-02  -3.1976e+00   4.2143e+00   5.4050e-02   9.9197e-01   1.3370e-01   2.1106e-04   5.0920e-01  -1.3210e+00  -4.0133e-02   5.0919e-01  -1.3217e+00  -4.0187e-02  -3.1948e+00   4.2115e+00   5.3995e-02  -3.2026e+00   4.2148e+00   5.4009e-02  -3.2049e+00   4.2131e+00   5.3910e-02  -3.1851e+00   4.2137e+00   5.4204e-02
  -3.9017e-10   4.9613e-10   9.1869e-12   2.9420e-01  -2.8990e-01  -5.0679e-02  -7.1297e-01   8.8298e-02   4.2356e-02   9.9175e-01   1.3739e-01  -9.7274e-06   5.1019e-01  -1.3209e+00  -4.0199e-02  -3.1980e+00   4.2140e+00   5.4061e-02   9.9183e-01   1.3488e-01   2.1228e-04   5.1012e-01  -1.3205e+00  -4.0128e-02   5.1016e-01  -1.3213e+00  -4.0215e-02  -3.1945e+00   4.2112e+00   5.4017e-02  -3.2033e+00   4.2141e+00   5.3995e-02  -3.2054e+00   4.2123e+00   5.3903e-02  -3.1855e+00   4.2138e+00   5.4226e-02
  -5.6185e-10   7.1437e-10   1.3227e-11   2.9519e-01  -2.8840e-01  -5.0648e-02  -7.1315e-01   8.6887e-02   4.2347e-02   9.9157e-01   1.3858e-01  -9.7812e-06   5.1114e-01  -1.3205e+00  -4.0213e-02  -3.1985e+00   4.2137e+00   5.4072e-02   9.9169e-01   1.3607e-01   2.1350e-04   5.1105e-01  -1.3200e+00  -4.0123e-02   5.1113e-01  -1.3209e+00  -4.0243e-02  -3.1943e+00   4.2109e+00   5.4039e-02  -3.2041e+00   4.2133e+00   5.3981e-02  -3.2059e+00   4.2116e+00   5.3897e-02  -3.1859e+00   4.2138e+00   5.4248e-02
  -7.6474e-10   9.7226e-10   1.8002e-11   2.9617e-01  -2.8690e-01  -5.0615e-02  -7.1333e-01   8.5475e-02   4.2338e-02   9.9138e-01   1.3977e-01  -9.8350e-06   5.1209e-01  -1.3200e+00  -4.0227e-02  -3.1989e+00   4.2134e+00   5.4083e-02   9.9154e-01   1.3726e-01   2.1472e-04   5.1197e-01  -1.3195e+00  -4.0118e-02   5.1210e-01  -1.3205e+00  -4.0272e-02  -3.1940e+00   4.2106e+00   5.4061e-02  -3.2048e+00   4.2126e+00   5.3967e-02  -3.2063e+00   4.2109e+00   5.3891e-02  -3.1863e+00   4.2139e+00   5.4270e-02
  -9.9884e-10   1.2698e-09   2.3509e-11   2.9715e-01  -2.8539e-01  -5.0582e-02  -7.1351e-01   8.4063e-02   4.2329e-02   9.9119e-01   1.4096e-01  -9.8888e-06   5.1304e-01  -1.3196e+00  -4.0242e-02  -3.1993e+00   4.2131e+00   5.4093e-02   9.9140e-01   1.3845e-01   2.1594e-04   5.1290e-01  -1.3190e+00  -4.0113e-02   5.1307e-01  -1.3201e+00  -4.0300e-02  -3.1937e+00   4.2104e+00   5.4083e-02  -3.2055e+00   4.2118e+00   5.3953e-02  -3.2068e+00   4.2101e+00   5.3885e-02  -3.1866e+00   4.2139e+00   5.4292e-02
  -1.2642e-09   1.6070e-09   2.9750e-11   2.9813e-01  -2.8388e-01  -5.0548e-02  -7.1368e-01   8.2650e-02   4.2319e-02   9.9100e-01   1.4215e-01  -9.9425e-06   5.1399e-01  -1.3192e+00  -4.0256e-02  -3.1997e+00   4.2128e+00   5.4104e-02   9.9125e-01   1.3964e-01   2.1715e-04   5.1382e-01  -1.3185e+00  -4.0107e-02   5.1404e-01  -1.3197e+00  -4.0328e-02  -3.1935e+00   4.2101e+00   5.4105e-02  -3.2063e+00   4.2110e+00   5.3940e-02  -3.2072e+00   4.2094e+00   5.3879e-02  -3.1870e+00   4.2139e+00   5.4314e-02
