        0e+00        0e+00        0e+00   2.8916e-01  -2.9730e-01  -5.0822e-02  -7.1203e-01   9.5350e-02   4.2398e-02   9.9266e-01   1.3145e-01  -9.4581e-06   5.0543e-01  -1.3231e+00  -4.0128e-02  -3.1959e+00   4.2155e+00   5.4007e-02   9.9253e-01   1.2894e-01   2.0617e-04   5.0549e-01  -1.3231e+00  -4.0153e-02   5.0530e-01  -1.3232e+00  -4.0073e-02  -3.1959e+00   4.2126e+00   5.3907e-02  -3.1997e+00   4.2179e+00   5.4065e-02  -3.2031e+00   4.2160e+00   5.3934e-02  -3.1836e+00   4.2136e+00   5.4116e-02
  -1.5628e-09   1.9829e-09   3.6654e-11   2.9908e-01  -2.8234e-01  -5.0510e-02  -7.1385e-01   8.1237e-02   4.2309e-02   9.9081e-01   1.4333e-01  -9.9597e-06   5.1494e-01  -1.3187e+00  -4.0270e-02  -3.2002e+00   4.2126e+00   5.4115e-02   9.9110e-01   1.4086e-01   2.1538e-04   5.1305e-01  -1.3180e+00  -3.9401e-02   5.1515e-01  -1.3191e+00  -4.0403e-02  -3.1956e+00   4.2127e+00   5.4189e-02  -3.2038e+00   4.2100e+00   5.3954e-02  -3.2064e+00   4.2089e+00   5.3896e-02  -3.1878e+00   4.2140e+00   5.4330e-02
  -6.2511e-09   7.9257e-09   1.4640e-10   3.0839e-01  -2.6681e-01  -5.0094e-02  -7.1539e-01   6.7093e-02   4.2204e-02   9.8881e-01   1.5520e-01  -1.0384e-05   5.2442e-01  -1.3143e+00  -4.0410e-02  -3.2044e+00   4.2096e+00   5.4223e-02   9.8951e-01   1.5282e-01   2.1832e-04   5.2061e-01  -1.3129e+00  -3.8660e-02   5.2485e-01  -1.3147e+00  -4.0652e-02  -3.2023e+00   4.2120e+00   5.4339e-02  -3.2032e+00   4.2059e+00   5.4074e-02  -3.2075e+00   4.2030e+00   5.3935e-02  -3.1930e+00   4.2143e+00   5.4529e-02
  -1.4064e-08   1.7820e-08   3.2892e-10   3.1705e-01  -2.5071e-01  -4.9574e-02  -7.1665e-01   5.2923e-02   4.2083e-02   9.8667e-01   1.6704e-01  -1.0727e-05   5.3388e-01  -1.3098e+00  -4.0548e-02  -3.2087e+00   4.2066e+00   5.4331e-02   9.8776e-01   1.6483e-01   2.1475e-04   5.2813e-01  -1.3077e+00  -3.7918e-02   5.3443e-01  -1.3101e+00  -4.0850e-02  -3.2101e+00   4.2046e+00   5.4238e-02  -3.2061e+00   4.2077e+00   5.4412e-02  -3.2075e+00   4.1995e+00   5.4075e-02  -3.1989e+00   4.2142e+00   5.4706e-02
  -2.5002e-08   3.1657e-08   5.8389e-10   3.2503e-01  -2.3408e-01  -4.8948e-02  -7.1763e-01   3.8732e-02   4.1945e-02   9.8439e-01   1.7885e-01  -1.0989e-05   5.4331e-01  -1.3052e+00  -4.0683e-02  -3.2130e+00   4.2037e+00   5.4438e-02   9.8584e-01   1.7689e-01   2.0463e-04   5.3564e-01  -1.3024e+00  -3.7175e-02   5.4392e-01  -1.3055e+00  -4.1006e-02  -3.2168e+00   4.2008e+00   5.4282e-02  -3.2158e+00   4.2065e+00   5.4527e-02  -3.2080e+00   4.1984e+00   5.4305e-02  -3.2056e+00   4.2136e+00   5.4856e-02
  -3.9062e-08   4.9430e-08   9.1101e-10   3.3230e-01  -2.1694e-01  -4.8214e-02  -7.1834e-01   2.4526e-02   4.1791e-02   9.8197e-01   1.9064e-01  -1.1171e-05   5.5271e-01  -1.3006e+00  -4.0817e-02  -3.2172e+00   4.2007e+00   5.4546e-02   9.8373e-01   1.8897e-01   1.8813e-04   5.4311e-01  -1.2971e+00  -3.6430e-02   5.5330e-01  -1.3007e+00  -4.1120e-02  -3.2263e+00   4.2015e+00   5.4435e-02  -3.2137e+00   4.1996e+00   5.4541e-02  -3.2102e+00   4.1992e+00   5.4580e-02  -3.2127e+00   4.2123e+00   5.4975e-02
  -5.6243e-08   7.1130e-08   1.3100e-09   3.3881e-01  -1.9930e-01  -4.7370e-02  -7.1876e-01   1.0311e-02   4.1621e-02   9.7940e-01   2.0240e-01  -1.1279e-05   5.6208e-01  -1.2959e+00  -4.0949e-02  -3.2215e+00   4.1978e+00   5.4654e-02   9.8143e-01   2.0107e-01   1.6563e-04   5.5056e-01  -1.2917e+00  -3.5683e-02   5.6257e-01  -1.2958e+00  -4.1185e-02  -3.2338e+00   4.2021e+00   5.4618e-02  -3.2061e+00   4.2012e+00   5.5005e-02  -3.2149e+00   4.2006e+00   5.4844e-02  -3.2202e+00   4.2101e+00   5.5063e-02
  -7.6544e-08   9.6750e-08   1.7805e-09   3.4453e-01  -1.8119e-01  -4.6416e-02  -7.1891e-01  -3.9087e-03   4.1435e-02   9.7670e-01   2.1413e-01  -1.1320e-05   5.7143e-01  -1.2911e+00  -4.1078e-02  -3.2258e+00   4.1948e+00   5.4761e-02   9.7893e-01   2.1319e-01   1.3776e-04   5.5797e-01  -1.2862e+00  -3.4934e-02   5.7164e-01  -1.2910e+00  -4.1171e-02  -3.2406e+00   4.2025e+00   5.4804e-02  -3.1994e+00   4.2027e+00   5.5452e-02  -3.2220e+00   4.2008e+00   5.5038e-02  -3.2278e+00   4.2070e+00   5.5122e-02
  -9.9963e-08   1.2628e-07   2.3223e-09   3.4943e-01  -1.6265e-01  -4.5350e-02  -7.1878e-01  -1.8127e-02   4.1232e-02   9.7385e-01   2.2582e-01  -1.1304e-05   5.8074e-01  -1.2863e+00  -4.1206e-02  -3.2300e+00   4.1918e+00   5.4869e-02   9.7621e-01   2.2531e-01   1.0531e-04   5.6536e-01  -1.2807e+00  -3.4184e-02   5.8066e-01  -1.2865e+00  -4.1192e-02  -3.2469e+00   4.2027e+00   5.4988e-02  -3.1928e+00   4.2041e+00   5.5895e-02  -3.2305e+00   4.1989e+00   5.5130e-02  -3.2353e+00   4.2031e+00   5.5154e-02
  -1.2650e-07   1.5973e-07   2.9351e-09   3.5345e-01  -1.4371e-01  -4.4172e-02  -7.1836e-01  -3.2337e-02   4.1013e-02   9.7086e-01   2.3749e-01  -1.1242e-05   5.9002e-01  -1.2813e+00  -4.1331e-02  -3.2343e+00   4.1888e+00   5.4976e-02   9.7329e-01   2.3740e-01   6.9296e-05   5.7272e-01  -1.2751e+00  -3.3432e-02   5.8990e-01  -1.2824e+00  -4.1361e-02  -3.2529e+00   4.2027e+00   5.5171e-02  -3.1863e+00   4.2055e+00   5.6334e-02  -3.2388e+00   4.1943e+00   5.5126e-02  -3.2423e+00   4.1983e+00   5.5166e-02
  -1.5615e-07   1.9707e-07   3.6187e-09   3.5657e-01  -1.2440e-01  -4.2880e-02  -7.1767e-01  -4.6536e-02   4.0779e-02   9.6774e-01   2.4912e-01  -1.1149e-05   5.9928e-01  -1.2764e+00  -4.1454e-02  -3.2385e+00   4.1858e+00   5.5083e-02   9.7015e-01   2.4947e-01   3.0820e-05   5.8005e-01  -1.2694e+00  -3.2678e-02   5.9911e-01  -1.2781e+00  -4.1526e-02  -3.2586e+00   4.2025e+00   5.5352e-02  -3.1799e+00   4.2069e+00   5.6773e-02  -3.2454e+00   4.1877e+00   5.5065e-02  -3.2488e+00   4.1929e+00   5.5165e-02
  -1.8890e-07   2.3831e-07   4.3730e-09   3.5875e-01  -1.0476e-01  -4.1476e-02  -7.1671e-01  -6.0716e-02   4.0529e-02   9.6447e-01   2.6071e-01  -1.1038e-05   6.0850e-01  -1.2713e+00  -4.1575e-02  -3.2428e+00   4.1829e+00   5.5191e-02   9.6679e-01   2.6149e-01  -8.9228e-06   5.8735e-01  -1.2637e+00  -3.1922e-02   6.0830e-01  -1.2737e+00  -4.1688e-02  -3.2643e+00   4.2022e+00   5.5530e-02  -3.1735e+00   4.2082e+00   5.7210e-02  -3.2494e+00   4.1804e+00   5.5011e-02  -3.2546e+00   4.1869e+00   5.5158e-02
  -2.2477e-07   2.8345e-07   5.1978e-09   3.5996e-01  -8.4842e-02  -3.9958e-02  -7.1546e-01  -7.4873e-02   4.0263e-02   9.6106e-01   2.7227e-01  -1.0926e-05   6.1769e-01  -1.2662e+00  -4.1694e-02  -3.2470e+00   4.1799e+00   5.5298e-02   9.6323e-01   2.7345e-01  -4.8731e-05   5.9461e-01  -1.2579e+00  -3.1165e-02   6.1745e-01  -1.2693e+00  -4.1848e-02  -3.2698e+00   4.2018e+00   5.5706e-02  -3.1671e+00   4.2096e+00   5.7646e-02  -3.2510e+00   4.1740e+00   5.5024e-02  -3.2595e+00   4.1807e+00   5.5153e-02
